,Unnamed: 0,날짜,신문사,제목,분야
19,19,2024.10.16. 오후 8:37,경향신문,"신성통상 총수 일가, 장남 회사 끼고 세 딸에 편법 증여 의혹",경제
20,20,2024.10.16. 오후 8:37,경향신문,주거용 불법 전용 ‘생숙’→‘오피스텔’ 용도변경 쉬워진다,경제
21,21,2024.10.16. 오후 8:36,이데일리,퇴직연금 이율이 8%대...행정공제회에 몰리는 이유[마켓인],경제
22,22,2024.10.16. 오후 8:36,경향신문,커피·금융 ‘동맹’…스벅 앱에서 KB국민은행 계좌 간편결제,경제
23,23,2024.10.16. 오후 8:32,경향신문,‘디딤돌’도 치운다…입주 앞두고 ‘날벼락’,경제
24,24,2024.10.16. 오후 8:32,경향신문,"HUG가 전세보증 내준 빌라, 10곳 중 7곳은 ‘깡통주택’",경제
25,25,2024.10.16. 오후 8:31,경향신문,돈 벌면서 세금은 안 낸다? ‘디지털세’ 머리 맞댄 세계,경제
26,26,2024.10.16. 오후 8:31,경향신문,"고용, 지표만 회복…‘그냥 쉰’ 청년층 1년 새 6만명 늘어",경제
27,27,2024.10.16. 오후 8:31,동아일보,"“지속가능성은 기업과 개인 성장 동력”… 한국3M, ‘그린웍스’ 다큐로 녹색직업 방향성 제시",경제
28,28,2024.10.16. 오후 8:31,경향신문,‘춘천까지 한 번에’ GTX-B 연장 추진,경제
29,29,2024.10.16. 오후 8:28,동아일보,"LG家 맏사위 윤관, 지인과 10년간 사적 관계 지속하며 경제적 지원",사회
30,30,2024.10.16. 오후 8:22,매일경제,“여보 내 집 마련은 포기합시다”…5억 이하 디딤돌대출마저 조인다,경제
31,31,2024.10.16. 오후 8:12,한국경제,영국 9월물가 연율 1.7%…두 차례 금리인하 확실시,경제
0,0,2024.10.17. 오후 10:49,매일경제,"“상무님, 왜 떨고 계세요”…지위고하 막론하고 몰아치는 칼바람",경제
1,1,2024.10.17. 오후 10:30,이데일리,[포토] 한돈 세계요리대회 심사하는 손세희 위원장,경제
2,2,2024.10.17. 오후 10:30,이데일리,"[포토] 한돈자조금, 특성화고 대상 한돈 세계요리대회",경제
3,3,2024.10.17. 오후 10:26,동아일보,"제약 영업 전문 지오팜헬스케어, 바이엘 코리아와 파트너십 체결",경제
4,4,2024.10.17. 오후 10:24,이데일리,[포토] 파리크라상 38주년 타운홀 미팅,경제
5,5,2024.10.17. 오후 10:16,매일경제,[단독]고려아연 부회장(CTO) “국민연금도 고려아연 핵심 기술진 유출 바라지 않을 것”,경제
6,6,2024.10.17. 오후 10:09,이데일리,"크래프톤, ‘2024 한국IR대상’ 우수기업 및 BEST IRO상 수상",IT
7,7,2024.10.17. 오후 10:01,이데일리,"[포토] 한국전력기술 농어촌상생협력기금, 샤인머스켓 상생 할인",경제
8,8,2024.10.17. 오후 10:00,파이낸셜뉴스,모듬 주문하면 더 많이 주는 '이상한 고깃집' [골목 맛집],경제
9,9,2024.10.17. 오후 9:58,중앙일보,"유럽중앙은행, 13년 만에 2연속 금리 인하…""인플레 둔화 순조""",경제
10,10,2024.10.17. 오후 9:56,이데일리,"알체라, 얼굴인식 AI 근태관리 솔루션 25개 기업에 공급",IT
11,11,2024.10.17. 오후 9:50,이데일리,美 9월 소매판매 전월대비 0.4%↑…실업수당청구건수도 감소(상보),경제
12,12,2024.10.17. 오후 9:34,TV조선,가을 사라진 유통가…역대급 한파 예고에 방한용품 벌써 불티,경제
13,13,2024.10.17. 오후 9:34,이데일리,[속보]美 9월 소매판매 전월대비 0.4%↑…예상치 웃돌아,경제
14,14,2024.10.17. 오후 9:28,이데일리,"[속보]유럽중앙은행, 기준금리 3.5→3.25%로 인하..2차례 연속",경제
15,15,2024.10.17. 오후 9:26,경향신문,작년 180억대 매출 업체 ‘티메프 사태’에 결국 무너졌다,경제
16,16,2024.10.17. 오후 9:26,경향신문,KT ‘자회사 신설·인력 재배치’ 노사 합의,경제
17,17,2024.10.17. 오후 9:26,경향신문,"TSMC, 3분기 순익 54% 급증…‘AI 바람’ 만끽",경제
18,18,2024.10.17. 오후 9:26,경향신문,인터넷은행 3사 ‘주담대’ 1년 새 47% 급증,경제
19,19,2024.10.17. 오후 9:26,동아일보,"새마을운동중앙회, 김성호 신임 사무총장 임명",경제
20,20,2024.10.17. 오후 9:26,경향신문,"HBM 대체재 ‘그래픽 D램’…삼성전자, 세계 최초 ‘24Gb GDDR7’ 개발",경제
21,21,2024.10.17. 오후 9:26,동아일보,"삼성전자, 아시아 브랜드 가치 1위…100위 내 韓 기업 4곳",경제
22,22,2024.10.17. 오후 9:26,경향신문,중 ‘부동산 화이트리스트’ 연내 767조 투입,경제
23,23,2024.10.17. 오후 9:23,이데일리,[속보]ECB 2연속 금리인하 결정…예금금리 3.50％→3.25％,경제
24,24,2024.10.17. 오후 9:23,매일경제,"[속보] ECB, 2연속 금리인하…예금금리 3.50％→3.25％",경제
25,25,2024.10.17. 오후 9:20,한국경제,"[속보] ECB, 2연속 금리인하…예금금리 3.50％→3.25％",경제
26,26,2024.10.17. 오후 9:13,파이낸셜뉴스,"SK에코플랜트, 반도체·에너지·환경 중심 조직개편",경제
27,27,2024.10.17. 오후 9:08,조선일보,광주 시민·주주들 “GGM 파업 반대”,경제
28,28,2024.10.17. 오후 8:52,조선비즈,"외교부, 레바논·이스라엘 체류 선교사에 '출국' 강력 권고",경제
29,29,2024.10.17. 오후 8:50,경향신문,"GS건설 허윤홍 대표 “실효적 지원, 성장의 길 동행”",경제
30,30,2024.10.17. 오후 8:48,경향신문,"LGU+ “AX컴퍼니 전환, 품질은 기본”",경제
31,31,2024.10.17. 오후 8:47,경향신문,이제서야…“첨단기술 불법 유출 차단”,경제
32,32,2024.10.17. 오후 8:47,경향신문,더 옹골진 ‘더 뉴 캐스퍼’,경제
33,33,2024.10.17. 오후 8:46,경향신문,미·중 갈등에 중동 불안까지 ‘걱정 태산’,경제
34,34,2024.10.17. 오후 8:46,경향신문,"국경 제약 느슨한 서비스 교역 중요한데…수출 한국, 서비스 분야는 초라한 ‘18위’",경제
35,35,2024.10.17. 오후 8:46,경향신문,"공정위 고발권 사용, 윤 정부 들어 위축",경제
36,36,2024.10.17. 오후 8:39,경향신문,‘보증금 반값’ 둔촌주공 장기전세 12월 입주,경제
37,37,2024.10.17. 오후 8:31,중앙일보,"제멋대로 껐다 켜지는 아이폰16…애플, ‘패닉풀’ 조사 중",경제
38,38,2024.10.17. 오후 8:26,동아일보,"초록우산, 추모 기부 캠페인 일환 ‘초록우산 추모관’ 운영",경제
39,39,2024.10.17. 오후 8:20,파이낸셜뉴스,"하이트진로그룹, 화장품 제조 사업 진출한다",경제
40,40,2024.10.17. 오후 8:18,동아일보,SK에코플랜트 임원 20% 이상 축소…조기 인사 대규모 조직 개편,경제
41,41,2024.10.17. 오후 8:10,매일경제,"포스코 찾은 최상목 부총리 ""그린제철소 내년 6월 착공""",경제
42,42,2024.10.17. 오후 8:03,매일경제,몸값 과했나…케이뱅크 수요예측 부진,경제
43,43,2024.10.17. 오후 8:01,한국경제,"""오로라 볼 가능성 20년만에 최고""…'관측확률 98%' 이곳으로 떠난다",경제
0,0,2024.10.18. 오후 10:15,이데일리,"'40년 조용한 선행' 홍라희 전 관장, 적십자 인도장 금장 수상",경제
1,1,2024.10.18. 오후 9:40,매일경제,“애플도 제쳤다”…미래 브랜드가치서 세계 1위 차지한 삼성전자,경제
2,2,2024.10.18. 오후 9:39,TV조선,"사전청약 취소 후폭풍…피해자들 ""아파트 돌려 달라"" 헌법소원 예고",경제
3,3,2024.10.18. 오후 9:39,매일경제,"“흑백요리사 덕 톡톡히 봤네”…이 회사, 가입자도 실적도 쑥",경제
4,4,2024.10.18. 오후 9:38,TV조선,"서민 대출 죈다더니 잠정 유예…""오락가락 정책에 분통""",경제
5,5,2024.10.18. 오후 9:36,TV조선,'AI 로봇' 개발에 현대차-도요타 동맹…테슬라에 도전장,경제
6,6,2024.10.18. 오후 9:22,조선비즈,"태영건설, 경주 루나엑스 골프장 처분… 홀당 매각가 81.5억",경제
7,7,2024.10.18. 오후 9:12,중앙일보,"SK E&S;, 11월 합병 후 'SK이노베이션 E&S;'로 새출발",경제
8,8,2024.10.18. 오후 9:09,파이낸셜뉴스,"한국, 기후클럽 운영위원으로..""탈탄소 가속화""",경제
9,9,2024.10.18. 오후 9:01,한국경제,"한국, 기후클럽 운영위원 선출…산업 탈탄소화 주도",경제
10,10,2024.10.18. 오후 9:01,경향신문,"한국, 탄소중립 다자협의체 ‘기후 클럽’ 운영위원에 선정",경제
11,11,2024.10.18. 오후 9:00,TV조선,인천 영종국제도시서 또 사전청약 취소…올해만 7번째,경제
12,12,2024.10.18. 오후 9:00,이데일리,42개국 기후클럽 활동개시…韓 등 7개국 초대 운영위원으로,경제
13,13,2024.10.18. 오후 8:58,매일경제,"택시회사가 R&D;한다며 탈세…기업 연구소, 불법 코인리딩방 둔갑하기도",경제
14,14,2024.10.18. 오후 8:39,TV조선,"케이뱅크, 내년으로 IPO 연기…""주식 물량 등 공모구조 개선""",경제
15,15,2024.10.18. 오후 8:36,동아일보,"케이뱅크, 상장 또 철회…내년으로 IPO 연기 “공모구조 변경”",경제
16,16,2024.10.18. 오후 8:35,동아일보,도지코인 급등에 밈코인 일제히 들썩…“변동성 주의해야”,경제
17,17,2024.10.18. 오후 8:27,TV조선,"'역대 최다' 경신하던 카드론 잔액, 올해 들어 첫 감소",경제
18,18,2024.10.18. 오후 8:25,한경비즈니스,"""다시 1억 간다""...'트럼프 호재' 만난 비트코인",경제
19,19,2024.10.18. 오후 8:24,TV조선,"관세청장 ""휴대전화 교체는 '마약 수사 외압 의혹' 증거 인멸과 무관""",경제
20,20,2024.10.18. 오후 8:22,TV조선,8월 은행 대출 연체율 0.53%…두 달 연속 올라,경제
21,21,2024.10.18. 오후 8:20,TV조선,"국토부 여성 공무원 비율, 평균보다 크게 낮아",경제
22,22,2024.10.18. 오후 8:19,TV조선,"국토부, 지반침하 고위험 지역 94곳 특별점검 착수",경제
23,23,2024.10.18. 오후 8:16,한경비즈니스,"'중국산' 수입해 '金배추' 잡겠다던 정부...소비자들은 ""안 먹는다""",경제
24,24,2024.10.18. 오후 8:09,TV조선,"LH, 5억달러 공모채권 발행…가산금리 최저",경제
25,25,2024.10.18. 오후 8:01,한국경제,인천서 '또' 사전청약 취소 통보…날벼락 맞은 당첨자들,경제
26,26,2024.10.18. 오후 7:39,한경비즈니스,‘캠프 출신 낙하산’ 지적에 강호동 회장 “선거기간 저와 마음을 나눈 분들”,경제
27,27,2024.10.18. 오후 7:32,매일경제,'워크아웃' 태영건설 루나엑스CC 매각,경제
28,28,2024.10.18. 오후 7:16,파이낸셜뉴스,"SK E&S;, SK이노와 합병 후 사명 'SK이노베이션 E&S;'로",경제
29,29,2024.10.18. 오후 7:11,이데일리,"[포토] 스타벅스, 디스커버리 프로그램",경제
30,30,2024.10.18. 오후 7:07,이데일리,[단독]SK엔무브 상장 추진...SK온과 합병 재추진 가능성↑,경제
31,31,2024.10.18. 오후 7:00,한경비즈니스,지분 1% 사들고 '주주제안' 공세…행동주의 타깃된 두산밥캣,경제
32,32,2024.10.18. 오후 6:59,파이낸셜뉴스,"태영건설, 경주 루나엑스 골프장 1956억에 매각[fn마켓워치]",경제
33,33,2024.10.18. 오후 6:54,이데일리,"[마켓인]주 7일 배송 선언한 CJ대한통운, 회사채 발행 서두를까",경제
0,0,2024.10.19. 오후 9:26,한국경제,편의점서 불티나더니…'김혜자 도시락' 확 달라진 까닭 [김세린의 트렌드랩],경제
1,1,2024.10.19. 오후 9:21,매일경제,내수 위축됐는데 해외 판로까지 막혀...獨경제 진퇴양난 [위기의 독일 경제 ③],경제
2,2,2024.10.19. 오후 9:02,경향신문,"로또 1142회 당첨번호 2, 8, 28, 30, 37, 41…보너스 번호 22",사회
3,3,2024.10.19. 오후 9:00,중앙일보,백수도 4억 대출 나온다…주담대 받는 '신용카드 비밀',경제
4,4,2024.10.19. 오후 8:54,한국경제,"""테슬라 팔길 잘했는데""…엔비디아 산 서학개미 '두근두근'",경제
5,5,2024.10.19. 오후 8:17,한국경제,세금 낼 돈 '어쩌나' 했는데…투잡 뛴 직장인 걱정 덜어낸 까닭,경제
6,6,2024.10.19. 오후 7:48,한경비즈니스,"""尹정부 가짜 의료개혁"" 서울대병원 노조 31일부터 무기한 전면 파업",경제
7,7,2024.10.19. 오후 7:35,파이낸셜뉴스,"에이프로젠 ""공모 유상증자 임박 루머, 사실무근...전혀 검토할 계획 없다""",경제
8,8,2024.10.19. 오후 7:32,매일경제,"“빌 게이츠가 기부왕이라고?”...일생 동안 150조 기부한 이 남자, 뭘로 돈벌었길래 [추동훈의 흥부전]",경제
9,9,2024.10.19. 오후 7:30,TV조선,[따져보니] 기준 금리 내렸는데 대출 금리는 역주행…왜?,경제
10,10,2024.10.19. 오후 7:29,TV조선,외국인 관광 필수코스 된 'K등산'…백화점 외국인 아웃도어 매출도 '껑충',경제
11,11,2024.10.19. 오후 7:25,TV조선,'장보는데 반나절' 산골오지도 이제는 '24시간내 배송',경제
12,12,2024.10.19. 오후 7:25,한국경제,"""병원 서류 떼기 귀찮았는데""…실손보험금 손쉽게 받게 된다",경제
13,13,2024.10.19. 오후 7:01,매일경제,“50층 보단 높아야 랜드마크지”…재건축 마천루 열풍 분다는데,경제
14,14,2024.10.19. 오후 6:55,한국경제,'군대가면 끝' 아니었네…'피눈물' 흘리던 개미들 웃는 이유 [연계소문],경제
15,15,2024.10.19. 오후 6:48,이데일리,최상목 한국경제 세일즈…IMF 성장률 전망 유지할까[기재부 주간예보],경제
16,16,2024.10.19. 오후 6:46,파이낸셜뉴스,"MBK ""홈플러스, 인수 후 유동화 점포 15개""[fn마켓워치]",경제
17,17,2024.10.19. 오후 6:22,한국경제,"""트럼프 승리에 베팅"" 들썩 거리더니…증권가 '반전' 전망 [노정동의 어쩌다 투자자]",경제
18,18,2024.10.19. 오후 6:04,TV조선,지지부진한 국내 증시…거래대금 연중 최저치 '또 경신',경제
19,19,2024.10.19. 오후 6:04,TV조선,"미국 증권거래위, 현물 비트코인 ETF 옵션 거래 승인",경제
20,20,2024.10.19. 오후 6:04,TV조선,"넷플릭스, 실적 호조에 주가 11% 급등…사상 최고치",경제
21,21,2024.10.19. 오후 5:21,이데일리,"[임상 업데이트] 셀트리온, 코센틱스 바이오시밀러 3상 유럽 임상 신청",경제
22,22,2024.10.19. 오후 5:21,매일경제,3개월 만에 5.4억 껑충…올해만 신고가 7번 쓴 압구정 이 아파트,경제
23,23,2024.10.19. 오후 5:04,한국경제,"""애들은 안되나요?""…대박 난 흑백요리사 셰프 논란 휩싸인 이유",경제
24,24,2024.10.19. 오후 4:50,한국경제,"""완전히 식었다"" 반값에도 안 팔리더니…분위기 확 바뀐 동네",경제
25,25,2024.10.19. 오후 4:34,이데일리,"바이오플러스, 중화권 시장 공략 본격화...클라라 첫 광고 모델 발탁",경제
26,26,2024.10.19. 오후 4:20,매일경제,"“이제 모르는 사람이 없다, 삼성의 위기”…쇄신 목소리, 준감위·노조도 높여",경제
27,27,2024.10.19. 오후 4:05,매일경제,"“착하다, 초품아다, 대기자만 1천명 북적”…소문난 로또 ‘잠래아’ 견본주택 가보니",경제
28,28,2024.10.19. 오후 3:54,한경비즈니스,'북한' 러시아 파병에 전 세계 긴장...'3차 세계대전' 가능성도,경제
29,29,2024.10.19. 오후 3:38,한국경제,"김민재 25억 고급주택, 이웃집 보니 깜짝…누가 살길래? [집코노미-핫!부동산]",경제
30,30,2024.10.19. 오후 3:15,한국경제TV,'미식의 나라'도 찾는다…'검은 반도체' 들썩,경제
31,31,2024.10.19. 오후 3:01,파이낸셜뉴스,'정부 선 넘었다’...샤넬보다 치열한 '대출 오픈런' 또 [부동산 아토즈],경제
0,0,2024.10.20. 오후 9:25,파이낸셜뉴스,두산에너빌리티 주주에 로보틱스 주식 더 준다,경제
1,1,2024.10.20. 오후 9:19,이데일리,[미리보는 이데일리 신문]'기술제세'…기술통 전진 배치 급선무,경제
2,2,2024.10.20. 오후 9:06,경향신문,쪼그라드는 도소매업…온라인 쇼핑·무인점포만 ‘나 홀로 성장’,경제
3,3,2024.10.20. 오후 8:59,한국경제,"""86만→182만원? 말이 되나""…추석 1년 남았는데 '화들짝' [차은지의 에어톡]",경제
4,4,2024.10.20. 오후 8:42,한국경제TV,"두산그룹, 사업 지배구조 재편 재추진",경제
5,5,2024.10.20. 오후 8:41,매일경제,“트럼프 되기 전에 사놓자”…요동치는 자산시장 ‘이것’ 급등한다는데,경제
6,6,2024.10.20. 오후 8:39,동아일보,좌절 극복 위한 운동이 ‘재기의 열쇠’로…실패 극복하고 재창업 성공,경제
